frase,risco_churn
Nossa equipe quer expandir o uso de o sistema Protheus para outros setores.,0
O módulo financeiro apresentou instabilidade nos últimos meses.,1
O time financeiro está muito satisfeita com o módulo financeiro nos últimos dias.,0
O time de suporte interno está avaliando trocar o ERP por outra solução.,1
Nossa equipe está frustrada com a complexidade de o módulo de RM.,1
Nossa equipe está avaliando trocar o ERP por outra solução.,1
O sistema Protheus apresentou instabilidade desde a última atualização.,1
O sistema de gestão apresentou lentidão constante ao longo do ano.,1
A equipe de operações está muito satisfeita com o ERP desde a última atualização.,0
Não recebemos retorno do chamado sobre o módulo de vendas recentemente.,1
Não tivemos nenhum problema com o sistema desde a última atualização.,0
Não recebemos retorno do chamado sobre o sistema Protheus essa semana.,1
O módulo de compras apresentou lentidão constante no último trimestre.,1
O sistema Protheus apresentou lentidão constante recentemente.,1
A experiência com o módulo fiscal tem sido muito positiva ao longo do ano.,0
O ERP se mostrou estável mesmo em períodos de pico há duas semanas.,0
O ERP tem atendido bem nossas necessidades ao longo do ano.,0
Nossa gerência está insatisfeita com o módulo fiscal essa semana.,1
A experiência com o sistema de gestão tem sido muito positiva nas últimas reuniões.,0
O módulo de estoque apresentou lentidão constante no último trimestre.,1
A equipe de projetos está insatisfeita com o módulo de compras nos últimos meses.,1
O time de suporte interno elogiou o desempenho de o módulo de compras nos últimos dias.,0
Nossa gerência está muito satisfeita com o módulo financeiro esse mês.,0
A experiência com a plataforma Fluig tem sido muito positiva ao longo do ano.,0
O custo de o ERP aumentou e o time de logística está reconsiderando o contrato.,1
O setor de RH está frustrada com a complexidade de o módulo fiscal.,1
O time de logística está muito satisfeita com o sistema de gestão nas últimas reuniões.,0
O custo de o módulo de compras aumentou e a equipe de projetos está reconsiderando o contrato.,1
A solução da TOTVS apresentou instabilidade recentemente.,1
Nosso time de TI elogiou o desempenho de o módulo de estoque no último trimestre.,0
A solução da TOTVS apresentou instabilidade no último trimestre.,1
A equipe de projetos reclamou da demora do suporte sobre o ERP há duas semanas.,1
O time de logística elogiou o desempenho de o sistema recentemente.,0
A equipe de operações está avaliando trocar o módulo de RH por outra solução.,1
O módulo de RH se mostrou estável mesmo em períodos de pico recentemente.,0
O módulo de estoque se mostrou estável mesmo em períodos de pico essa semana.,0
O time de logística está animada com os novos recursos de o módulo de RH.,0
A equipe comercial está avaliando trocar o sistema Protheus por outra solução.,1
O módulo fiscal tem atendido bem nossas necessidades esse mês.,0
Nossa equipe reclamou da demora do suporte sobre o sistema esse mês.,1
Não tivemos nenhum problema com o módulo de estoque nos últimos dias.,0
O módulo financeiro se mostrou estável mesmo em períodos de pico desde a última atualização.,0
Nossa equipe recomendaria o módulo de vendas para outras empresas.,0
A diretoria está animada com os novos recursos de a plataforma.,0
Nossa gerência recomendaria o módulo financeiro para outras empresas.,0
O time de suporte interno elogiou o desempenho de o módulo de RH desde a última atualização.,0
Nosso time de TI questiona se vale a pena continuar pagando por o módulo de RM.,1
O time financeiro quer expandir o uso de a plataforma Fluig para outros setores.,0
O setor de RH quer expandir o uso de a solução da TOTVS para outros setores.,0
A experiência com o módulo de vendas tem sido muito positiva nos últimos meses.,0
Nosso time de TI elogiou o desempenho de o módulo financeiro nos últimos meses.,0
Não recebemos retorno do chamado sobre a plataforma nas últimas reuniões.,1
O módulo de vendas se mostrou estável mesmo em períodos de pico nos últimos dias.,0
A equipe de projetos reclamou da demora do suporte sobre o módulo de estoque no último trimestre.,1
O time financeiro está muito satisfeita com o módulo de compras recentemente.,0
A equipe de projetos está muito satisfeita com o módulo financeiro essa semana.,0
A equipe de compras quer expandir o uso de o módulo de RM para outros setores.,0
O time financeiro quer expandir o uso de o módulo financeiro para outros setores.,0
O custo de o módulo fiscal aumentou e nossa equipe está reconsiderando o contrato.,1
A equipe de compras está insatisfeita com o módulo de compras recentemente.,1
A equipe de operações elogiou o desempenho de o módulo financeiro nos últimos meses.,0
O time financeiro está avaliando trocar o módulo financeiro por outra solução.,1
Nossa gerência está insatisfeita com a plataforma recentemente.,1
Vamos revisar o contrato apenas para adicionar novos usuários.,0
A diretoria recomendaria o sistema Protheus para outras empresas.,0
A diretoria está muito satisfeita com o módulo de vendas nos últimos dias.,0
O módulo de estoque se mostrou estável mesmo em períodos de pico ao longo do ano.,0
A diretoria quer expandir o uso de o módulo fiscal para outros setores.,0
O time financeiro conseguiu automatizar processos importantes com o sistema de gestão.,0
A equipe de compras quer expandir o uso de o módulo de RH para outros setores.,0
Nosso time de TI quer expandir o uso de a plataforma para outros setores.,0
A equipe de compras está avaliando trocar o sistema de gestão por outra solução.,1
A equipe de compras recomendaria a solução da TOTVS para outras empresas.,0
A equipe de compras recomendaria a plataforma para outras empresas.,0
A equipe comercial está animada com os novos recursos de o ERP.,0
A diretoria recomendaria a plataforma para outras empresas.,0
A diretoria reclamou da demora do suporte sobre o sistema Protheus nos últimos dias.,1
Nossa gerência quer expandir o uso de o módulo de compras para outros setores.,0
Nossa equipe está animada com os novos recursos de o ERP.,0
Nossa gerência quer expandir o uso de o módulo de estoque para outros setores.,0
O custo de a solução da TOTVS aumentou e nosso time de TI está reconsiderando o contrato.,1
Não recebemos retorno do chamado sobre o módulo de RM esse mês.,1
O módulo fiscal se mostrou estável mesmo em períodos de pico nos últimos meses.,0
O time financeiro está insatisfeita com o sistema essa semana.,1
O time financeiro está frustrada com a complexidade de o sistema de gestão.,1
A equipe de compras está muito satisfeita com o módulo fiscal nos últimos meses.,0
A equipe de operações está animada com os novos recursos de o módulo fiscal.,0
Nosso time de TI questiona se vale a pena continuar pagando por o sistema Protheus.,1
A equipe comercial reclamou da demora do suporte sobre o módulo fiscal nas últimas reuniões.,1
O setor de RH elogiou o desempenho de a solução da TOTVS esse mês.,0
Nossa equipe elogiou o desempenho de a plataforma recentemente.,0
O time financeiro está animada com os novos recursos de o módulo de estoque.,0
A parceria com a TOTVS tem sido muito positiva.,0
A equipe de compras elogiou o desempenho de o módulo de compras há duas semanas.,0
A equipe de compras está muito satisfeita com a plataforma desde a última atualização.,0
A experiência com o módulo financeiro tem sido muito positiva nos últimos dias.,0
O custo de o módulo fiscal aumentou e a equipe de operações está reconsiderando o contrato.,1
O custo de o ERP aumentou e o setor de RH está reconsiderando o contrato.,1
O time financeiro conseguiu automatizar processos importantes com o módulo de compras.,0
O suporte resolveu rapidamente nosso chamado sobre o módulo de vendas.,0
Nossa gerência está animada com os novos recursos de o módulo de compras.,0
A diretoria está muito satisfeita com o sistema esse mês.,0
O módulo de vendas tem atendido bem nossas necessidades há duas semanas.,0
O time financeiro conseguiu automatizar processos importantes com o módulo financeiro.,0
A equipe comercial elogiou o desempenho de o módulo financeiro ao longo do ano.,0
O treinamento da equipe foi muito bem avaliado internamente.,0
O time de logística conseguiu automatizar processos importantes com o módulo de compras.,0
Estamos confortáveis com o nível de investimento atual.,0
O sistema de gestão apresentou instabilidade nas últimas reuniões.,1
A equipe de projetos está frustrada com a complexidade de o módulo financeiro.,1
O time de suporte interno está muito satisfeita com a plataforma essa semana.,0
A plataforma Fluig tem atendido bem nossas necessidades ao longo do ano.,0
O setor de RH elogiou o desempenho de o módulo financeiro ao longo do ano.,0
O módulo fiscal tem atendido bem nossas necessidades nos últimos dias.,0
Nosso time de TI está muito satisfeita com o sistema Protheus esse mês.,0
O time financeiro está muito satisfeita com a plataforma ao longo do ano.,0
A diretoria está muito satisfeita com a plataforma Fluig há duas semanas.,0
O time de suporte interno está frustrada com a complexidade de a plataforma.,1
Nossa equipe está insatisfeita com o módulo de estoque recentemente.,1
O time de suporte interno está muito satisfeita com o ERP nos últimos meses.,0
A experiência com o sistema Protheus tem sido muito positiva recentemente.,0
A equipe de compras quer expandir o uso de o módulo de estoque para outros setores.,0
O custo de o sistema de gestão aumentou e nosso time de TI está reconsiderando o contrato.,1
A experiência com o módulo de vendas tem sido muito positiva no último trimestre.,0
O setor de RH elogiou o desempenho de o módulo de estoque nas últimas reuniões.,0
A equipe de compras questiona se vale a pena continuar pagando por o módulo fiscal.,1
A plataforma Fluig se mostrou estável mesmo em períodos de pico há duas semanas.,0
A equipe de projetos elogiou o desempenho de o módulo de RH ao longo do ano.,0
A diretoria reclamou da demora do suporte sobre o módulo de vendas no último trimestre.,1
A equipe de operações elogiou o desempenho de o módulo de RM no último trimestre.,0
Nossa equipe conseguiu automatizar processos importantes com o módulo fiscal.,0
